"","subject","condition","Trial","Behavior","sum_duration","Block","trial_order","Trial_duration","trial_overall","proportion_peeking"
"615","ES114","Non-functional",2,"Right side peek",0,2,"1",37.27,6,0
"616","ES115","Non-functional",2,"Right side peek",0,1,"2",33.867,2,0
"617","ES116","Non-functional",2,"Right side peek",0,2,"1",36.469,6,0
"618","ES117","Non-functional",2,"Right side peek",0,2,"1",34.452,6,0
"619","ES118","Non-functional",2,"Right side peek",0,1,"2",33.316,2,0
"620","ES119","Non-functional",2,"Right side peek",0,2,"1",33.4,6,0
"621","ES120","Non-functional",2,"Right side peek",0,2,"1",27.499,6,0
"622","ES122","Non-functional",2,"Right side peek",0,2,"1",25.749,6,0
"623","ES123","Non-functional",2,"Right side peek",0,2,"1",32,6,0
"624","ES124","Non-functional",2,"Right side peek",0,2,"1",45.249,6,0
"625","Es125","Non-functional",2,"Right side peek",0,1,"2",32.254,2,0
"626","ES126","Non-functional",2,"Right side peek",0,2,"1",44.583,6,0
"627","ES127","Non-functional",2,"Right side peek",0,2,"1",35.501,6,0
"628","ES128","Non-functional",2,"Right side peek",0,2,"1",36.999,6,0
"629","ES129","Non-functional",2,"Right side peek",0,1,"2",40.75,2,0
"630","ES130","Non-functional",2,"Right side peek",0,2,"1",41.002,6,0
"631","ES132","Non-functional",2,"Right side peek",0,2,"1",34.746,6,0
"632","ES133","Non-functional",2,"Right side peek",0,2,"1",36.736,6,0
"633","ES134","Non-functional",2,"Right side peek",0,1,"2",34.509,2,0
"634","ES135","Non-functional",2,"Right side peek",0,2,"1",27.504,6,0
"635","ES136","Non-functional",2,"Right side peek",0,1,"2",24.816,2,0
"636","ES101","Functional",3,"Right side peek",0,1,"1",49.349,3,0
"637","ES102","Functional",3,"Right side peek",0,2,"2",39.997,7,0
"638","ES103","Functional",3,"Right side peek",0,1,"1",40.496,3,0
"639","ES104","Functional",3,"Right side peek",0,2,"2",47.314,7,0
"640","ES106","Functional",3,"Right side peek",0,2,"2",45.753,7,0
"641","ES108","Functional",3,"Right side peek",0,2,"2",27.993,7,0
"642","ES110","Functional",3,"Right side peek",0,1,"1",27.504,3,0
"643","ES111","Functional",3,"Right side peek",0,2,"2",30.001,7,0
"644","ES112","Functional",3,"Right side peek",0,1,"1",30.397,3,0
"645","ES113","Functional",3,"Right side peek",0,2,"2",35.085,7,0
"646","ES114","Functional",3,"Right side peek",0,1,"1",36.67,3,0
"647","ES115","Functional",3,"Right side peek",0,2,"2",31.065,7,0
"648","ES116","Functional",3,"Right side peek",0,1,"1",30.164,3,0
"649","ES117","Functional",3,"Right side peek",0,1,"1",37.037,3,0
"650","ES118","Functional",3,"Right side peek",0,2,"2",33.884,7,0
"651","ES119","Functional",3,"Right side peek",0,1,"1",32.299,3,0
"652","ES120","Functional",3,"Right side peek",0,1,"1",30,3,0
"653","ES122","Functional",3,"Right side peek",0,1,"1",31.751,3,0
"654","ES123","Functional",3,"Right side peek",0,1,"1",32.251,3,0
"655","ES124","Functional",3,"Right side peek",0,1,"1",36.999,3,0
"656","Es125","Functional",3,"Right side peek",0,2,"2",28.002,7,0
"657","ES126","Functional",3,"Right side peek",0,1,"1",36.002,3,0
"658","ES127","Functional",3,"Right side peek",0,1,"1",32.755,3,0
"659","ES128","Functional",3,"Right side peek",0,1,"1",36.747,3,0
"660","ES129","Functional",3,"Right side peek",0,2,"2",32.748,7,0
"661","ES130","Functional",3,"Right side peek",0,1,"1",36.268,3,0
"662","ES132","Functional",3,"Right side peek",0,1,"1",38.829,3,0
"663","ES133","Functional",3,"Right side peek",0,1,"1",50.504,3,0
"664","ES134","Functional",3,"Right side peek",0,2,"2",36.766,7,0
"665","ES135","Functional",3,"Right side peek",0,1,"1",30.744,3,0
"666","ES136","Functional",3,"Right side peek",0,2,"2",26.498,7,0
"667","ES101","Non-functional",3,"Right side peek",0,2,"1",36.603,7,0
"668","ES102","Non-functional",3,"Right side peek",0,1,"2",40.002,3,0
"669","ES103","Non-functional",3,"Right side peek",0,2,"1",33.754,7,0
"670","ES104","Non-functional",3,"Right side peek",0,1,"2",41.608,3,0
"671","ES106","Non-functional",3,"Right side peek",0,1,"2",56.751,3,0
"672","ES108","Non-functional",3,"Right side peek",0,1,"2",25.754,3,0
"673","ES110","Non-functional",3,"Right side peek",0,2,"1",31.246,7,0
"674","ES111","Non-functional",3,"Right side peek",0,1,"2",30.001,3,0
"675","ES112","Non-functional",3,"Right side peek",0,2,"1",28.979,7,0
"676","ES113","Non-functional",3,"Right side peek",0,1,"2",36.086,3,0
"677","ES114","Non-functional",3,"Right side peek",0,2,"1",38.021,7,0
"678","ES115","Non-functional",3,"Right side peek",0,1,"2",26.16,3,0
"679","ES116","Non-functional",3,"Right side peek",0,2,"1",35.869,7,0
"680","ES117","Non-functional",3,"Right side peek",0,2,"1",41.31,7,0
"681","ES118","Non-functional",3,"Right side peek",0,1,"2",38.171,3,0
"682","ES119","Non-functional",3,"Right side peek",0,2,"1",35.386,7,0
"683","ES120","Non-functional",3,"Right side peek",0,2,"1",25.502,7,0
"684","ES122","Non-functional",3,"Right side peek",0,2,"1",35.254,7,0
"685","ES123","Non-functional",3,"Right side peek",0,2,"1",32.752,7,0
"686","ES124","Non-functional",3,"Right side peek",0,2,"1",39.757,7,0
"687","Es125","Non-functional",3,"Right side peek",0,1,"2",33.254,3,0
"688","ES126","Non-functional",3,"Right side peek",0,2,"1",37.811,7,0
"689","ES127","Non-functional",3,"Right side peek",0,2,"1",34.25,7,0
"690","ES128","Non-functional",3,"Right side peek",0,2,"1",52.005,7,0
"691","ES129","Non-functional",3,"Right side peek",0,1,"2",35.254,3,0
"692","ES130","Non-functional",3,"Right side peek",0,2,"1",39.004,7,0
"693","ES132","Non-functional",3,"Right side peek",0,2,"1",34.831,7,0
"694","ES133","Non-functional",3,"Right side peek",0,2,"1",28.503,7,0
"695","ES134","Non-functional",3,"Right side peek",0,1,"2",39.003,3,0
"696","ES135","Non-functional",3,"Right side peek",0,2,"1",29.739,7,0
"697","ES136","Non-functional",3,"Right side peek",0,1,"2",26.004,3,0
"698","ES101","Functional",4,"Right side peek",0,1,"1",38.939,4,0
"699","ES102","Functional",4,"Right side peek",0,2,"2",38.752,8,0
"700","ES103","Functional",4,"Right side peek",0,1,"1",32.494,4,0
"701","ES104","Functional",4,"Right side peek",0,2,"2",44.11,8,0
"702","ES106","Functional",4,"Right side peek",0,2,"2",48.496,8,0
"703","ES108","Functional",4,"Right side peek",0,2,"2",29.743,8,0
"704","ES110","Functional",4,"Right side peek",0,1,"1",28,4,0
"705","ES111","Functional",4,"Right side peek",0,2,"2",30.999,8,0
"706","ES112","Functional",4,"Right side peek",0,1,"1",25.042,4,0
"707","ES113","Functional",4,"Right side peek",0,2,"2",31.848,8,0
"708","ES114","Functional",4,"Right side peek",0,1,"1",34.935,4,0
"709","ES115","Functional",4,"Right side peek",0,2,"2",30.664,8,0
"710","ES116","Functional",4,"Right side peek",0,1,"1",27.411,4,0
"711","ES117","Functional",4,"Right side peek",0,1,"1",37.621,4,0
"712","ES118","Functional",4,"Right side peek",0,2,"2",34.868,8,0
"713","ES119","Functional",4,"Right side peek",0,1,"1",32.099,4,0
"714","ES120","Functional",4,"Right side peek",0,1,"1",25.749,4,0
"715","ES122","Functional",4,"Right side peek",0,1,"1",29.773,4,0
"716","ES123","Functional",4,"Right side peek",0,1,"1",45.799,4,0
"717","Es125","Functional",4,"Right side peek",0,2,"2",32.244,8,0
"718","ES126","Functional",4,"Right side peek",0,1,"1",31.003,4,0
"719","ES127","Functional",4,"Right side peek",0,1,"1",46.002,4,0
"720","ES128","Functional",4,"Right side peek",0,1,"1",39.997,4,0
"721","ES129","Functional",4,"Right side peek",0,2,"2",34.496,8,0
"722","ES130","Functional",4,"Right side peek",0,1,"1",36.453,4,0
"723","ES132","Functional",4,"Right side peek",0,1,"1",45.288,4,0
"724","ES133","Functional",4,"Right side peek",0,1,"1",34.257,4,0
"725","ES134","Functional",4,"Right side peek",0,2,"2",32.998,8,0
"726","ES135","Functional",4,"Right side peek",0,1,"1",30.746,4,0
"727","ES136","Functional",4,"Right side peek",0,2,"2",28.56,8,0
"728","ES101","Non-functional",4,"Right side peek",0,2,"1",44.044,8,0
"729","ES102","Non-functional",4,"Right side peek",0,1,"2",42.251,4,0
"730","ES103","Non-functional",4,"Right side peek",0,2,"1",40.752,8,0
"731","ES104","Non-functional",4,"Right side peek",0,1,"2",40.473,4,0
"732","ES106","Non-functional",4,"Right side peek",0,1,"2",48.751,4,0
"733","ES108","Non-functional",4,"Right side peek",0,1,"2",26.755,4,0
"734","ES110","Non-functional",4,"Right side peek",0,2,"1",26.002,8,0
"735","ES111","Non-functional",4,"Right side peek",0,1,"2",30.009,4,0
"736","ES112","Non-functional",4,"Right side peek",0,2,"1",26.126,8,0
"737","ES113","Non-functional",4,"Right side peek",0,1,"2",32.666,4,0
"738","ES114","Non-functional",4,"Right side peek",0,2,"1",36.954,8,0
"739","ES115","Non-functional",4,"Right side peek",0,1,"2",27.511,4,0
"740","ES116","Non-functional",4,"Right side peek",0,2,"1",28.012,8,0
"741","ES117","Non-functional",4,"Right side peek",0,2,"1",41.041,8,0
"742","ES118","Non-functional",4,"Right side peek",0,1,"2",37.721,4,0
"743","ES119","Non-functional",4,"Right side peek",0,2,"1",37.654,8,0
"744","ES120","Non-functional",4,"Right side peek",0,2,"1",26.287,8,0
"745","ES122","Non-functional",4,"Right side peek",0,2,"1",31.499,8,0
"746","ES123","Non-functional",4,"Right side peek",0,2,"1",35.749,8,0
"747","Es125","Non-functional",4,"Right side peek",0,1,"2",31.999,4,0
"748","ES126","Non-functional",4,"Right side peek",0,2,"1",38.503,8,0
"749","ES127","Non-functional",4,"Right side peek",0,2,"1",36.005,8,0
"750","ES128","Non-functional",4,"Right side peek",0,2,"1",37.404,8,0
"751","ES129","Non-functional",4,"Right side peek",0,1,"2",43.999,4,0
"752","ES130","Non-functional",4,"Right side peek",0,2,"1",41.687,8,0
"753","ES132","Non-functional",4,"Right side peek",0,2,"1",32.468,8,0
"754","ES133","Non-functional",4,"Right side peek",0,2,"1",36.75,8,0
"755","ES134","Non-functional",4,"Right side peek",0,1,"2",35.003,4,0
"756","ES135","Non-functional",4,"Right side peek",0,2,"1",32.251,8,0
"757","ES136","Non-functional",4,"Right side peek",0,1,"2",32.251,4,0
"758","ES101","Functional",1,"Right box (side)",0,1,"1",48.515,1,0
"759","ES102","Functional",1,"Right box (side)",0,2,"2",46,5,0
"760","ES103","Functional",1,"Right box (side)",0,1,"1",42.745,1,0
"761","ES104","Functional",1,"Right box (side)",0,2,"2",42.242,5,0
"762","ES106","Functional",1,"Right box (side)",0,2,"2",54.254,5,0
"763","ES108","Functional",1,"Right box (side)",0,2,"2",28.75,5,0
"764","ES110","Functional",1,"Right box (side)",0,1,"1",30.757,1,0
"765","ES111","Functional",1,"Right box (side)",0,2,"2",30.004,5,0
"766","ES112","Functional",1,"Right box (side)",0,1,"1",25.426,1,0
"767","ES115","Functional",1,"Right box (side)",0,2,"2",31.314,5,0
"768","ES116","Functional",1,"Right box (side)",0,1,"1",33.217,1,0
"769","ES117","Functional",1,"Right box (side)",0,1,"1",45.512,1,0
"770","ES118","Functional",1,"Right box (side)",0,2,"2",37.404,5,0
"771","ES119","Functional",1,"Right box (side)",0,1,"1",48.449,1,0
"772","ES120","Functional",1,"Right box (side)",0,1,"1",35.575,1,0
"773","ES122","Functional",1,"Right box (side)",0,1,"1",28.497,1,0
"774","ES123","Functional",1,"Right box (side)",0,1,"1",32.25,1,0
"775","ES124","Functional",1,"Right box (side)",0,1,"1",50.752,1,0
"776","Es125","Functional",1,"Right box (side)",0,2,"2",28.747,5,0
"777","ES126","Functional",1,"Right box (side)",0,1,"1",39.546,1,0
"778","ES127","Functional",1,"Right box (side)",0,1,"1",35.496,1,0
"779","ES128","Functional",1,"Right box (side)",0,1,"1",42.503,1,0
"780","ES129","Functional",1,"Right box (side)",0,2,"2",37.5,5,0
"781","ES130","Functional",1,"Right box (side)",0,1,"1",33.795,1,0
"782","ES132","Functional",1,"Right box (side)",0,1,"1",37.701,1,0
"783","ES133","Functional",1,"Right box (side)",0,1,"1",37.51,1,0
"784","ES134","Functional",1,"Right box (side)",0,2,"2",37.012,5,0
"785","ES135","Functional",1,"Right box (side)",0,1,"1",45.761,1,0
"786","ES136","Functional",1,"Right box (side)",0,2,"2",28.998,5,0
"787","ES101","Non-functional",1,"Right box (side)",0,2,"1",42.242,5,0
"788","ES102","Non-functional",1,"Right box (side)",0,1,"2",40.997,1,0
"789","ES103","Non-functional",1,"Right box (side)",0,2,"1",39.007,5,0
"790","ES104","Non-functional",1,"Right box (side)",0,1,"2",47.914,1,0
"791","ES106","Non-functional",1,"Right box (side)",0,1,"2",52.755,1,0
"792","ES108","Non-functional",1,"Right box (side)",0,1,"2",31.746,1,0
"793","ES110","Non-functional",1,"Right box (side)",0,2,"1",27.498,5,0
"794","ES111","Non-functional",1,"Right box (side)",0,1,"2",34.842,1,0
"795","ES112","Non-functional",1,"Right box (side)",0,2,"1",32.032,5,0
"796","ES113","Non-functional",1,"Right box (side)",0,1,"2",38.055,1,0
"797","ES114","Non-functional",1,"Right box (side)",0,2,"1",41.625,5,0
"798","ES117","Non-functional",1,"Right box (side)",0,2,"1",40.023,5,0
"799","ES118","Non-functional",1,"Right box (side)",0,1,"2",36.153,1,0
"800","ES119","Non-functional",1,"Right box (side)",0,2,"1",32.899,5,0
"801","ES120","Non-functional",1,"Right box (side)",0,2,"1",11.748,5,0
"802","ES122","Non-functional",1,"Right box (side)",0,2,"1",30.82,5,0
"803","ES123","Non-functional",1,"Right box (side)",0,2,"1",32.248,5,0
"804","ES124","Non-functional",1,"Right box (side)",0,2,"1",47.25,5,0
"805","Es125","Non-functional",1,"Right box (side)",0,1,"2",32.252,1,0
"806","ES126","Non-functional",1,"Right box (side)",0,2,"1",34.434,5,0
"807","ES127","Non-functional",1,"Right box (side)",0,2,"1",41.753,5,0
"808","ES128","Non-functional",1,"Right box (side)",0,2,"1",38.506,5,0
"809","ES129","Non-functional",1,"Right box (side)",0,1,"2",40.501,1,0
"810","ES130","Non-functional",1,"Right box (side)",0,2,"1",40.631,5,0
"811","ES132","Non-functional",1,"Right box (side)",0,2,"1",37.309,5,0
"812","ES133","Non-functional",1,"Right box (side)",0,2,"1",42.003,5,0
"813","ES134","Non-functional",1,"Right box (side)",0,1,"2",36.744,1,0
"814","ES135","Non-functional",1,"Right box (side)",0,2,"1",27.76,5,0
"815","ES136","Non-functional",1,"Right box (side)",0,1,"2",34.527,1,0
"816","ES101","Functional",2,"Right box (side)",0,1,"1",44.744,2,0
"817","ES102","Functional",2,"Right box (side)",0,2,"2",45.501,6,0
"818","ES103","Functional",2,"Right box (side)",0,1,"1",37.499,2,0
"819","ES104","Functional",2,"Right box (side)",0,2,"2",44.178,6,0
"820","ES106","Functional",2,"Right box (side)",0,2,"2",42.75,6,0
"821","ES108","Functional",2,"Right box (side)",0,2,"2",28.997,6,0
"822","ES110","Functional",2,"Right box (side)",0,1,"1",30.504,2,0
"823","ES111","Functional",2,"Right box (side)",0,2,"2",28.505,6,0
"824","ES112","Functional",2,"Right box (side)",0,1,"1",26.893,2,0
"825","ES114","Functional",2,"Right box (side)",0,1,"1",41.809,2,0
"826","ES115","Functional",2,"Right box (side)",0,2,"2",33.083,6,0
"827","ES116","Functional",2,"Right box (side)",0,1,"1",29.779,2,0
"828","ES117","Functional",2,"Right box (side)",0,1,"1",41.842,2,0
"829","ES118","Functional",2,"Right box (side)",0,2,"2",39.739,6,0
"830","ES119","Functional",2,"Right box (side)",0,1,"1",34.651,2,0
"831","ES120","Functional",2,"Right box (side)",0,1,"1",32.252,2,0
"832","ES122","Functional",2,"Right box (side)",0,1,"1",28.751,2,0
"833","ES123","Functional",2,"Right box (side)",0,1,"1",33.5,2,0
"834","ES124","Functional",2,"Right box (side)",0,1,"1",38.496,2,0
"835","Es125","Functional",2,"Right box (side)",0,2,"2",30.744,6,0
"836","ES126","Functional",2,"Right box (side)",0,1,"1",37.298,2,0
"837","ES127","Functional",2,"Right box (side)",0,1,"1",35.5,2,0
"838","ES128","Functional",2,"Right box (side)",0,1,"1",39.247,2,0
"839","ES129","Functional",2,"Right box (side)",0,2,"2",41.497,6,0
"840","ES130","Functional",2,"Right box (side)",0,1,"1",33.033,2,0
"841","ES132","Functional",2,"Right box (side)",0,1,"1",33.888,2,0
"842","ES133","Functional",2,"Right box (side)",0,1,"1",34.745,2,0
"843","ES134","Functional",2,"Right box (side)",0,2,"2",32.501,6,0
"844","ES135","Functional",2,"Right box (side)",0,1,"1",30.743,2,0
"845","ES136","Functional",2,"Right box (side)",0,2,"2",27.502,6,0
"846","ES101","Non-functional",2,"Right box (side)",0,2,"1",43.944,6,0
"847","ES102","Non-functional",2,"Right box (side)",0,1,"2",41.003,2,0
"848","ES103","Non-functional",2,"Right box (side)",0,2,"1",34.754,6,0
"849","ES104","Non-functional",2,"Right box (side)",0,1,"2",44.912,2,0
"850","ES106","Non-functional",2,"Right box (side)",0,1,"2",57.25,2,0
"851","ES108","Non-functional",2,"Right box (side)",0,1,"2",25.502,2,0
"852","ES110","Non-functional",2,"Right box (side)",0,2,"1",30.998,6,0
"853","ES111","Non-functional",2,"Right box (side)",0,1,"2",28.498,2,0
"854","ES112","Non-functional",2,"Right box (side)",0,2,"1",23.74,6,0
"855","ES113","Non-functional",2,"Right box (side)",0,1,"2",36.77,2,0
"856","ES114","Non-functional",2,"Right box (side)",0,2,"1",37.27,6,0
"857","ES115","Non-functional",2,"Right box (side)",0,1,"2",33.867,2,0
"858","ES116","Non-functional",2,"Right box (side)",0,2,"1",36.469,6,0
"859","ES117","Non-functional",2,"Right box (side)",0,2,"1",34.452,6,0
"860","ES118","Non-functional",2,"Right box (side)",0,1,"2",33.316,2,0
"861","ES119","Non-functional",2,"Right box (side)",0,2,"1",33.4,6,0
"862","ES120","Non-functional",2,"Right box (side)",0,2,"1",27.499,6,0
"863","ES122","Non-functional",2,"Right box (side)",0,2,"1",25.749,6,0
"864","ES123","Non-functional",2,"Right box (side)",0,2,"1",32,6,0
"865","ES124","Non-functional",2,"Right box (side)",0,2,"1",45.249,6,0
"866","Es125","Non-functional",2,"Right box (side)",0,1,"2",32.254,2,0
"867","ES126","Non-functional",2,"Right box (side)",0,2,"1",44.583,6,0
"868","ES127","Non-functional",2,"Right box (side)",0,2,"1",35.501,6,0
"869","ES128","Non-functional",2,"Right box (side)",0,2,"1",36.999,6,0
"870","ES129","Non-functional",2,"Right box (side)",0,1,"2",40.75,2,0
"871","ES130","Non-functional",2,"Right box (side)",0,2,"1",41.002,6,0
"872","ES132","Non-functional",2,"Right box (side)",0,2,"1",34.746,6,0
"873","ES133","Non-functional",2,"Right box (side)",0,2,"1",36.736,6,0
"874","ES134","Non-functional",2,"Right box (side)",0,1,"2",34.509,2,0
"875","ES135","Non-functional",2,"Right box (side)",0,2,"1",27.504,6,0
"876","ES136","Non-functional",2,"Right box (side)",0,1,"2",24.816,2,0
"877","ES101","Functional",3,"Right box (side)",0,1,"1",49.349,3,0
"878","ES102","Functional",3,"Right box (side)",0,2,"2",39.997,7,0
"879","ES103","Functional",3,"Right box (side)",0,1,"1",40.496,3,0
"880","ES104","Functional",3,"Right box (side)",0,2,"2",47.314,7,0
"881","ES106","Functional",3,"Right box (side)",0,2,"2",45.753,7,0
"882","ES108","Functional",3,"Right box (side)",0,2,"2",27.993,7,0
"883","ES110","Functional",3,"Right box (side)",0,1,"1",27.504,3,0
"884","ES111","Functional",3,"Right box (side)",0,2,"2",30.001,7,0
"885","ES112","Functional",3,"Right box (side)",0,1,"1",30.397,3,0
"886","ES114","Functional",3,"Right box (side)",0,1,"1",36.67,3,0
"887","ES116","Functional",3,"Right box (side)",0,1,"1",30.164,3,0
"888","ES117","Functional",3,"Right box (side)",0,1,"1",37.037,3,0
"889","ES119","Functional",3,"Right box (side)",0,1,"1",32.299,3,0
"890","ES120","Functional",3,"Right box (side)",0,1,"1",30,3,0
"891","ES122","Functional",3,"Right box (side)",0,1,"1",31.751,3,0
"892","ES123","Functional",3,"Right box (side)",0,1,"1",32.251,3,0
"893","ES124","Functional",3,"Right box (side)",0,1,"1",36.999,3,0
"894","Es125","Functional",3,"Right box (side)",0,2,"2",28.002,7,0
"895","ES126","Functional",3,"Right box (side)",0,1,"1",36.002,3,0
"896","ES127","Functional",3,"Right box (side)",0,1,"1",32.755,3,0
"897","ES128","Functional",3,"Right box (side)",0,1,"1",36.747,3,0
"898","ES129","Functional",3,"Right box (side)",0,2,"2",32.748,7,0
"899","ES130","Functional",3,"Right box (side)",0,1,"1",36.268,3,0
"900","ES132","Functional",3,"Right box (side)",0,1,"1",38.829,3,0
"901","ES133","Functional",3,"Right box (side)",0,1,"1",50.504,3,0
"902","ES134","Functional",3,"Right box (side)",0,2,"2",36.766,7,0
"903","ES135","Functional",3,"Right box (side)",0,1,"1",30.744,3,0
"904","ES136","Functional",3,"Right box (side)",0,2,"2",26.498,7,0
"905","ES101","Non-functional",3,"Right box (side)",0,2,"1",36.603,7,0
"906","ES102","Non-functional",3,"Right box (side)",0,1,"2",40.002,3,0
"907","ES103","Non-functional",3,"Right box (side)",0,2,"1",33.754,7,0
"908","ES104","Non-functional",3,"Right box (side)",0,1,"2",41.608,3,0
"909","ES106","Non-functional",3,"Right box (side)",0,1,"2",56.751,3,0
"910","ES108","Non-functional",3,"Right box (side)",0,1,"2",25.754,3,0
"911","ES110","Non-functional",3,"Right box (side)",0,2,"1",31.246,7,0
"912","ES111","Non-functional",3,"Right box (side)",0,1,"2",30.001,3,0
"913","ES113","Non-functional",3,"Right box (side)",0,1,"2",36.086,3,0
"914","ES114","Non-functional",3,"Right box (side)",0,2,"1",38.021,7,0
"915","ES116","Non-functional",3,"Right box (side)",0,2,"1",35.869,7,0
"916","ES117","Non-functional",3,"Right box (side)",0,2,"1",41.31,7,0
"917","ES119","Non-functional",3,"Right box (side)",0,2,"1",35.386,7,0
"918","ES120","Non-functional",3,"Right box (side)",0,2,"1",25.502,7,0
"919","ES122","Non-functional",3,"Right box (side)",0,2,"1",35.254,7,0
"920","ES123","Non-functional",3,"Right box (side)",0,2,"1",32.752,7,0
"921","ES124","Non-functional",3,"Right box (side)",0,2,"1",39.757,7,0
"922","Es125","Non-functional",3,"Right box (side)",0,1,"2",33.254,3,0
"923","ES126","Non-functional",3,"Right box (side)",0,2,"1",37.811,7,0
"924","ES127","Non-functional",3,"Right box (side)",0,2,"1",34.25,7,0
"925","ES128","Non-functional",3,"Right box (side)",0,2,"1",52.005,7,0
"926","ES129","Non-functional",3,"Right box (side)",0,1,"2",35.254,3,0
"927","ES130","Non-functional",3,"Right box (side)",0,2,"1",39.004,7,0
"928","ES132","Non-functional",3,"Right box (side)",0,2,"1",34.831,7,0
"929","ES133","Non-functional",3,"Right box (side)",0,2,"1",28.503,7,0
"930","ES134","Non-functional",3,"Right box (side)",0,1,"2",39.003,3,0
"931","ES135","Non-functional",3,"Right box (side)",0,2,"1",29.739,7,0
"932","ES136","Non-functional",3,"Right box (side)",0,1,"2",26.004,3,0
"933","ES101","Functional",4,"Right box (side)",0,1,"1",38.939,4,0
"934","ES102","Functional",4,"Right box (side)",0,2,"2",38.752,8,0
"935","ES103","Functional",4,"Right box (side)",0,1,"1",32.494,4,0
"936","ES104","Functional",4,"Right box (side)",0,2,"2",44.11,8,0
"937","ES106","Functional",4,"Right box (side)",0,2,"2",48.496,8,0
"938","ES108","Functional",4,"Right box (side)",0,2,"2",29.743,8,0
"939","ES110","Functional",4,"Right box (side)",0,1,"1",28,4,0
"940","ES111","Functional",4,"Right box (side)",0,2,"2",30.999,8,0
"941","ES112","Functional",4,"Right box (side)",0,1,"1",25.042,4,0
"942","ES114","Functional",4,"Right box (side)",0,1,"1",34.935,4,0
"943","ES115","Functional",4,"Right box (side)",0,2,"2",30.664,8,0
"944","ES116","Functional",4,"Right box (side)",0,1,"1",27.411,4,0
"945","ES117","Functional",4,"Right box (side)",0,1,"1",37.621,4,0
"946","ES118","Functional",4,"Right box (side)",0,2,"2",34.868,8,0
"947","ES119","Functional",4,"Right box (side)",0,1,"1",32.099,4,0
"948","ES120","Functional",4,"Right box (side)",0,1,"1",25.749,4,0
"949","ES122","Functional",4,"Right box (side)",0,1,"1",29.773,4,0
"950","ES123","Functional",4,"Right box (side)",0,1,"1",45.799,4,0
"951","ES124","Functional",4,"Right box (side)",0,1,"1",44.999,4,0
"952","Es125","Functional",4,"Right box (side)",0,2,"2",32.244,8,0
"953","ES126","Functional",4,"Right box (side)",0,1,"1",31.003,4,0
"954","ES127","Functional",4,"Right box (side)",0,1,"1",46.002,4,0
"955","ES128","Functional",4,"Right box (side)",0,1,"1",39.997,4,0
"956","ES129","Functional",4,"Right box (side)",0,2,"2",34.496,8,0
"957","ES130","Functional",4,"Right box (side)",0,1,"1",36.453,4,0
"958","ES132","Functional",4,"Right box (side)",0,1,"1",45.288,4,0
"959","ES133","Functional",4,"Right box (side)",0,1,"1",34.257,4,0
"960","ES134","Functional",4,"Right box (side)",0,2,"2",32.998,8,0
"961","ES135","Functional",4,"Right box (side)",0,1,"1",30.746,4,0
"962","ES136","Functional",4,"Right box (side)",0,2,"2",28.56,8,0
"963","ES101","Non-functional",4,"Right box (side)",0,2,"1",44.044,8,0
"964","ES102","Non-functional",4,"Right box (side)",0,1,"2",42.251,4,0
"965","ES103","Non-functional",4,"Right box (side)",0,2,"1",40.752,8,0
"966","ES104","Non-functional",4,"Right box (side)",0,1,"2",40.473,4,0
"967","ES106","Non-functional",4,"Right box (side)",0,1,"2",48.751,4,0
"968","ES108","Non-functional",4,"Right box (side)",0,1,"2",26.755,4,0
"969","ES110","Non-functional",4,"Right box (side)",0,2,"1",26.002,8,0
"970","ES111","Non-functional",4,"Right box (side)",0,1,"2",30.009,4,0
"971","ES112","Non-functional",4,"Right box (side)",0,2,"1",26.126,8,0
"972","ES114","Non-functional",4,"Right box (side)",0,2,"1",36.954,8,0
"973","ES115","Non-functional",4,"Right box (side)",0,1,"2",27.511,4,0
"974","ES116","Non-functional",4,"Right box (side)",0,2,"1",28.012,8,0
"975","ES117","Non-functional",4,"Right box (side)",0,2,"1",41.041,8,0
"976","ES118","Non-functional",4,"Right box (side)",0,1,"2",37.721,4,0
"977","ES119","Non-functional",4,"Right box (side)",0,2,"1",37.654,8,0
"978","ES120","Non-functional",4,"Right box (side)",0,2,"1",26.287,8,0
"979","ES122","Non-functional",4,"Right box (side)",0,2,"1",31.499,8,0
"980","ES123","Non-functional",4,"Right box (side)",0,2,"1",35.749,8,0
"981","ES124","Non-functional",4,"Right box (side)",0,2,"1",36.734,8,0
"982","Es125","Non-functional",4,"Right box (side)",0,1,"2",31.999,4,0
"983","ES126","Non-functional",4,"Right box (side)",0,2,"1",38.503,8,0
"984","ES127","Non-functional",4,"Right box (side)",0,2,"1",36.005,8,0
"985","ES128","Non-functional",4,"Right box (side)",0,2,"1",37.404,8,0
"986","ES129","Non-functional",4,"Right box (side)",0,1,"2",43.999,4,0
"987","ES130","Non-functional",4,"Right box (side)",0,2,"1",41.687,8,0
"988","ES132","Non-functional",4,"Right box (side)",0,2,"1",32.468,8,0
"989","ES133","Non-functional",4,"Right box (side)",0,2,"1",36.75,8,0
"990","ES134","Non-functional",4,"Right box (side)",0,1,"2",35.003,4,0
"991","ES135","Non-functional",4,"Right box (side)",0,2,"1",32.251,8,0
"992","ES136","Non-functional",4,"Right box (side)",0,1,"2",32.251,4,0
